,filename,sentence,does sentence include punishment,probation,total sentences,sentence num,ratio in file,first עו*תרה*(ים)*(ות)*,first עו*תרה*(ים)*(ות)* ratio,last עו*תרה*(ים)*(ות)*,last עו*תרה*(ים)*(ות)* ratio,did עו*תרה*(ים)*(ות)* appear,עו*תרה*(ים)*(ות)* count,first ה*תובעת*,first ה*תובעת* ratio,last ה*תובעת*,last ה*תובעת* ratio,did ה*תובעת* appear,ה*תובעת* count,first ביקשה*,first ביקשה* ratio,last ביקשה*,last ביקשה* ratio,did ביקשה* appear,ביקשה* count,first ה*תביעה,first ה*תביעה ratio,last ה*תביעה,last ה*תביעה ratio,did ה*תביעה appear,ה*תביעה count,first מבחן,first מבחן ratio,last מבחן,last מבחן ratio,did מבחן appear,מבחן count,first צבאי,first צבאי ratio,last צבאי,last צבאי ratio,did צבאי appear,צבאי count,first בי*טחון,first בי*טחון ratio,last בי*טחון,last בי*טחון ratio,did בי*טחון appear,בי*טחון count,first קבע,first קבע ratio,last קבע,last קבע ratio,did קבע appear,קבע count,first דורשת*,first דורשת* ratio,last דורשת*,last דורשת* ratio,did דורשת* appear,דורשת* count,first בימים,first בימים ratio,last בימים,last בימים ratio,did בימים appear,בימים count,first בין,first בין ratio,last בין,last בין ratio,did בין appear,בין count,first מתחם,first מתחם ratio,last מתחם,last מתחם ratio,did מתחם appear,מתחם count,first יפחת,first יפחת ratio,last יפחת,last יפחת ratio,did יפחת appear,יפחת count,first יעלה,first יעלה ratio,last יעלה,last יעלה ratio,did יעלה appear,יעלה count,first נגזר,first נגזר ratio,last נגזר,last נגזר ratio,did נגזר appear,נגזר count,first נדון,first נדון ratio,last נדון,last נדון ratio,did נדון appear,נדון count,first ה*צדדים,first ה*צדדים ratio,last ה*צדדים,last ה*צדדים ratio,did ה*צדדים appear,ה*צדדים count,"first ""","first "" ratio","last ""","last "" ratio","did "" appear",""" count",first /,first / ratio,last /,last / ratio,did / appear,/ count,first \\,first \\ ratio,last \\,last \\ ratio,did \\ appear,\\ count,first :,first : ratio,last :,last : ratio,did : appear,: count,first גוזרת*(ים)*(ות)*,first גוזרת*(ים)*(ות)* ratio,last גוזרת*(ים)*(ות)*,last גוזרת*(ים)*(ות)* ratio,did גוזרת*(ים)*(ות)* appear,גוזרת*(ים)*(ות)* count,first [נמ]טילה*(ים)*(ות)*,first [נמ]טילה*(ים)*(ות)* ratio,last [נמ]טילה*(ים)*(ות)*,last [נמ]טילה*(ים)*(ות)* ratio,did [נמ]טילה*(ים)*(ות)* appear,[נמ]טילה*(ים)*(ות)* count,first  ד[(נה)(ן)(נים)(נות)],first  ד[(נה)(ן)(נים)(נות)] ratio,last  ד[(נה)(ן)(נים)(נות)],last  ד[(נה)(ן)(נים)(נות)] ratio,did  ד[(נה)(ן)(נים)(נות)] appear,ד[(נה)(ן)(נים)(נות)] count,first משיתה*,first משיתה* ratio,last משיתה*,last משיתה* ratio,did משיתה* appear,משיתה* count,first מחליטה*(ים)*(ות)*,first מחליטה*(ים)*(ות)* ratio,last מחליטה*(ים)*(ות)*,last מחליטה*(ים)*(ות)* ratio,did מחליטה*(ים)*(ות)* appear,מחליטה*(ים)*(ות)* count,first לגזור,first לגזור ratio,last לגזור,last לגזור ratio,did לגזור appear,לגזור count,first להטיל,first להטיל ratio,last להטיל,last להטיל ratio,did להטיל appear,להטיל count,first יי*מצא מתאים,first יי*מצא מתאים ratio,last יי*מצא מתאים,last יי*מצא מתאים ratio,did יי*מצא מתאים appear,יי*מצא מתאים count,first מאסר,first מאסר ratio,last מאסר,last מאסר ratio,did מאסר appear,מאסר count,first עונשין,first עונשין ratio,last עונשין,last עונשין ratio,did עונשין appear,עונשין count,first שירות,first שירות ratio,last שירות,last שירות ratio,did שירות appear,שירות count,first תנאי,first תנאי ratio,last תנאי,last תנאי ratio,did תנאי appear,תנאי count,first יעבור,first יעבור ratio,last יעבור,last יעבור ratio,did יעבור appear,יעבור count,first עבודות,first עבודות ratio,last עבודות,last עבודות ratio,did עבודות appear,עבודות count,first צו,first צו ratio,last צו,last צו ratio,did צו appear,צו count,first קהיל[הת]י?,first קהיל[הת]י? ratio,last קהיל[הת]י?,last קהיל[הת]י? ratio,did קהיל[הת]י? appear,קהיל[הת]י? count,first ציבור,first ציבור ratio,last ציבור,last ציבור ratio,did ציבור appear,ציבור count,first תועלת,first תועלת ratio,last תועלת,last תועלת ratio,did תועלת appear,תועלת count,first נאשם,first נאשם ratio,last נאשם,last נאשם ratio,did נאשם appear,נאשם count,first קנס,first קנס ratio,last קנס,last קנס ratio,did קנס appear,קנס count,first חודש,first חודש ratio,last חודש,last חודש ratio,did חודש appear,חודש count,first שנה,first שנה ratio,last שנה,last שנה ratio,did שנה appear,שנה count,first שנים,first שנים ratio,last שנים,last שנים ratio,did שנים appear,שנים count,first שנות,first שנות ratio,last שנות,last שנות ratio,did שנות appear,שנות count,first שעות,first שעות ratio,last שעות,last שעות ratio,did שעות appear,שעות count,first שנת,first שנת ratio,last שנת,last שנת ratio,did שנת appear,שנת count,first חדש,first חדש ratio,last חדש,last חדש ratio,did חדש appear,חדש count
0,m06020004-384.txt,"
תסקיר שירות מבחן
5.",0,0,194,43,0.2216494845,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,13,0.65,0,0,1,1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,7,0.35,0,0,1,1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0
0,m06020004-384.txt,"         מהאמור בתסקיר שירות המבחן עולה, כי
הנאשם נשוי למתלוננת מזה כשמונה שנים ולבני הזוג יש ילד בן 7 שנים.",0,0,194,44,0.2268041237,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,30,0.2777777778,0,0,1,1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,23,0.212962963,0,0,1,1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,45,0.4166666667,0,0,1,1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,75,0.6944444444,103,0.9537037037,1,2,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0
0,m06020004-384.txt," תקופה קצרה
לאחר נישואיו עם אשתו נעצר הנאשם בגין מעורבותו בעבירות שונות, ומאז שהה במעצר
ובמאסר כשש שנים רצופות עד ליום שחרורו, ביום 8.",0,0,194,45,0.2319587629,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,90,0.671641791,0,0,1,1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,105,0.7835820896,0,0,1,1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,39,0.2910447761,0,0,1,1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,99,0.7388059701,0,0,1,1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0
0,m06020004-384.txt,בגין עבירות אלה נידון אבי הנאשם למאסר.,0,0,194,50,0.2577319588,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,34,0.8717948718,0,0,1,1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,28,0.7179487179,0,0,1,1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0
0,m06020004-384.txt,"
התרשמות שירות המבחן
מהנאשם היא, כי הוא בעל רמת אינטליגנציה נמוכה או גבולית ויכולת מילולית תואמת.",0,0,194,53,0.2731958763,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,16,0.1649484536,0,0,1,1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,9,0.09278350515,0,0,1,1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,23,0.2371134021,0,0,1,1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0
0,m06020004-384.txt,"
שירות המבחן סבור,
כי הנאשם תופס עצמו כקורבן לנסיבות חיים קשות ובעייתיות, שלכאורה אין לו כל שליטה
ויכולת השפעה עליהן ושאינו מסוגל לראות את חלקו באחריות למצבו, להתנהגותו ולמעשיו.",0,0,194,57,0.293814433,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,8,0.04519774011,0,0,1,1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,1,0.005649717514,0,0,1,1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,23,0.1299435028,0,0,1,1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0
0,m06020004-384.txt,"
מסקנתו של שירות
המבחן היא, כי בשלב זה של חייו, הנאשם אינו בשל ומסוגל להפיק תועלת בהתערבות
טיפולית במסגרת השירות, ולפיכך נמנע שירות המבחן מהמלצה.",0,0,194,58,0.2989690722,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,18,0.124137931,133,0.9172413793,1,2,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,11,0.07586206897,126,0.8689655172,1,3,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,76,0.524137931,0,0,1,1,49,0.3379310345,0,0,1,1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0
0,m06020004-384.txt,"         ב""כ המאשימה, עו""ד פדן, הגיש
גזרי דין שבהם הוטלו על הנאשם מאסרים על תנאי שהם בני הפעלה: ת""פ
2811/02 של בית משפט השלום בירושלים, בו נידון הנאשם, בין היתר,
לחמישה חודשים של מאסר על-תנאי למשך שלוש שנים, לבל יעבור בתקופה זו עבירה שעניינה
שימוש באלימות; ת""פ 2044/03 של
בית משפט השלום בבאר שבע, בו נידון הנאשם, בין היתר, לעשרה חודשים של מאסר על-תנאי
למשך שלוש שנים לבל יעבור בתקופה זו עבירה על סעיף 379 לחוק העונשין,
התשל""ז-1977 (להלן – ""חוק העונשין""); ת""פ
5048/02 של בית משפט השלום בבאר שבע, שבו נידון הנאשם לשמונה עשר
חודשים של מאסר על-תנאי למשך שלוש שנים, לבל יעבור בתקופה זו עבירות של אלימות או
עבירה של איומים.",0,0,194,60,0.3092783505,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,152,0.2463533225,313,0.5072933549,1,2,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,10,0.01620745543,456,0.7390599676,1,8,104,0.1685575365,463,0.7504051864,1,3,-1,0,-1,0,-1,0,94,0.152350081,0,0,1,1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,41,0.06645056726,0,0,1,1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,66,0.1069692058,532,0.8622366288,1,4,411,0.6661264182,445,0.7212317666,1,2,-1,0,-1,0,-1,0,76,0.1231766613,540,0.8752025932,1,4,212,0.3435980551,565,0.9157212318,1,3,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,61,0.09886547812,506,0.8200972447,1,4,-1,0,-1,0,-1,0,169,0.2739059968,522,0.8460291734,1,3,-1,0,-1,0,-1,0,202,0.3273905997,555,0.8995137763,1,3,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0
0,m06020004-384.txt,"
בהתחשב בחומרת מעשיו
ובמאסרים על-תנאי שהוטלו עליו בעבר, נראה כי הנאשם לא הפיק לקח ממאסריו הקודמים
והוא ממשיך לעבור עבירות שיש בהן
--- סוף
עמוד  4 ---
יסוד של אלימות.",0,0,194,68,0.3505154639,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,23,0.1393939394,83,0.503030303,1,2,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,33,0.2,0,0,1,1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,65,0.3939393939,0,0,1,1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0
0,m06020004-384.txt," יש
להטיל על הנאשם עונש מאסר לתקופה ממושכת, שתקופתו תעלה על תקופת המאסר שהנאשם ריצה
בפעם הקודמת, וכן להפעיל את המאסרים על-תנאי במצטבר.",0,0,194,69,0.3556701031,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,4,0.02985074627,0,0,1,1,-1,0,-1,0,-1,0,24,0.1791044776,112,0.8358208955,1,3,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,122,0.9104477612,0,0,1,1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,14,0.1044776119,74,0.552238806,1,2,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0
0,m06020004-384.txt," יש להפעיל גם את עונש המאסר
המותנה, שהתנאי להפעלתו הוא הרשעה בעבירה של תקיפה סתם.",0,0,194,70,0.3608247423,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,23,0.2839506173,0,0,1,1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,38,0.4691358025,0,0,1,1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0
0,m06020004-384.txt," המבחן להפעלת המאסר המותנה
אינו מבחן פורמאלי, אלא מבחן מהותי.",0,0,194,71,0.3659793814,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,2,0.03278688525,50,0.8196721311,1,3,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,15,0.2459016393,0,0,1,1,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0
0,m06020004-384.txt,"
לאור האמור, יש
להטיל על הנאשם עונש מאסר לתקופה ממושכת, להפעיל את כל המאסרים על תנאי במצטבר וכן
להטיל על הנאשם עונש מאסר על-תנאי מרתיע.",0,0,194,79,0.4072164948,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,16,0.1185185185,96,0.7111111111,1,2,-1,0,-1,0,-1,0,36,0.2666666667,116,0.8592592593,1,3,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,80,0.5925925926,124,0.9185185185,1,2,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,26,0.1925925926,106,0.7851851852,1,2,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0
